"1044","Program forget similar audience","All soon","Air subject prepare bit sea.","b'$\x0f\xa9\xe2\xbe\xceO_\xb1\xd3\xc6\x1d\xf7\x0e>W%s\xe5\xd5\x90\x82\x8a\xa1\x82\n\xd2o\x95\xe6\xd6\xa3\xb6\xd4\xf3\x8a\x16\xbc\xdb0\xb0\xbe\xc5\x9dD^\x91\xc8\xf7\x92#7\xcb\xe6L\xdb\xed`\xd8\xcbJ\x99\xde*'","285.67","0.3","false"
"1045","Style pull","Single sister","Factor various ground example city ready.","b""i\xe9\x15*#\x15\x1c\xb8\xd7\x12\x17\xba\xe1T\xa4\xc4\xbb)\xb8\xb3$$q\x0f\x8ex\x8d\x835e5\x88\x15\xa3\xecG\x98\xf1\xfb\x91\xb9U\x0b\x88O'\x91\x1c1Q\xcb\x94\x97;\x96B\xf2\x05;\x8c\xd6n\xac\xf6""","195.62","0.57","false"
"1046","Focus life TV","Conference","Safe garden evening reflect strategy tax sing.","b'\xf16m\xfe\xbf\x04\xc0 \xfd\xa6=V\xd7C\x85\xfb\xf1|\x10\xc8~\n\x9e_\xab\xc7\xaa\x95\xbb_#-I2\xcacs\xd6\xb9\xe1\xe3\xa3\xe7\xb9\xc4\xfb\x0eE~\xfc\xa8\xb5\x1f\xfa\xfc-dZ\x84\xc6\t\x1e*\x90'","194.30","4.78","false"
"1047","Doctor mind back population for","Where","Seek hand charge thought section go her power.","b'\rQcV)\xb26a\xb8\x92\xe2\xad6\xf58y\xc0\xe2\x17\x03\x97KxY\xc0^\xfe\xd6\x14\xe2hW\xdd\x89\xacN\x01\x92\x95f\x11\xc9\xdcRz\xado\x178\x86\xedOq\x9a\xd09Ft\xac\x03\xd6\x95\xc9\xe1'","3.15","2.99","false"
"1048","Especially writer free","Alone follow","Dream present whatever former practice all event.","b"" e\xe0\xc2\xf4\n-\x05n\x1f\xd920\xc0z\xcd\xe6\xc9\xd2dws\xab2\xdf@\x8eN\xfd\x875?)_\xe0\xd1c\xa3M\xbc\xe3\xcf\xd1\xce*\xbe'>9-s\xca\xff\xfa\x9a*\xa0\r\xe0\xd1\x9b\xa5\xe8\x07""","249.43","4.2","false"
"1049","You hope most fact suffer","List","Officer game find Republican response.","b""&<\xfck\xf6\xcd\xf8\xa9\x13,\xec\x14\xa0f\x86?%\xdd\xd2uWc\x1c\xfd\xef`>\x08\x11\xe6\x10\x97\xd9\xb3]\x96\xf9\xc2mG\nti\\\x85r]}\x1a\x84!\xe8\xd7\xd6'\x7f/\x822\xefS \xcd7""","328.77","0.6","false"
"1050","Let fish often","Movement","Republican election draw economic between.","b""\xe2\xeb\x1d\x08\xb6$\xd1PE\xcb\x14\xdeE\xaa\xac\xf9[\x08\x1d\xbe\xc1\xa19\xbb\xdf'\x14k\x8f\xb3\x15\xbf\xaf\xd5\xc7}\xe9;K>t_\x9c=\xde\xc1\x0bL\xd1\x10\x02\xaf\x19~\xffl\x9bL\xbd\xe9\x18r\xac\x8d""","262.46","0.03","false"
"1051","President see body direction","Occur house","Major one offer catch radio cold information.","b'>&\x03\n\x1e@\xb9\xc9@x\xe1i\x00\xb9\x1f\\D\xa2\xc0\x12\xe8XOH\x95\xba\x01\x91\xcd\xc8\x81\xe44\x88\x1baj\x97\xc0\xe2\xce\xb8P\x04\xa7[\xc0a\x17\x81\x81\xa8\xe6\x0bY^36\\\x8e\xf0\x8aS\x87'","399.72","2.84","true"
"1052","Father prepare deal mind cut","Table strong","Miss all whether.","b'z\xc6\xe0>}\xa9\xf3\xf8\x1a\x0c\xc3t ,x\x8e\xf2j\xdd\xb2\xf9?BT\xc1u#3\x89M\rd\xf4}n\x1b\xe1\x7f\x8a\x1a^\xcda\xab\xfe\xea\xa3""3!O.H \x16e\xf6_\x8b\x8e\x9d\xf5\xb2\x18'","35.16","3.27","false"
"1053","Will media feel concern into","Section compare","Couple dream recently dark.","b'\xf7\xd2U\x96q\x1f\xad\xa13\x14\xcf3\xca\xa8\xd5\xd8\x08w#\x99 \x08\x91\xf4)\xb0\xc4\x01\xd3c\x95-%=\x91@\xcc\x88-\x7f5\xc0\x1f\xc0Rl\xf3\xef\xfe\x91d\x1e>\nW/7\xc3\xeb\x14\x86l\xa5;'","476.65","0.55","false"
"1054","Operation law voice perhaps then","Occur","Then send control moment situation travel writer hope.","b'\xe6_\xd4\x0cq\x1cB\xcd9\x17v\xaaY\x93\x1a$\x88\xadYn\x9d\xfd\x9c\x841?\xdb:\xb8.\xbc\xd5&\xbe\x0c\x95ju\xc5\xc7w\x00D\x14\xec\xf1\xa2x\xc5""\xce\x849C\xe5\xd6\xe3\x9e\xf5-n\xe6\x94\x17'","268.41","2.5","true"
"1055","Seven cold above","North","Tend either player scientist a involve move.","b'\xe1E\x89\xa2""\xd6?\xcf\xd8H""\x12\xda\x04\xc4\xaaz\xd0\x02\x10\xda\xc2;\x08 \xc0\xda\x93j}\xc0\x1a{\x05\xda\x17$\xc5\xa2\xf3>\xff<%\xad\x98\x18gp\xc2\x8ap\xa6T\xbf\x8al\x14m\x81\xd7A+:'","303.87","3.94","true"
"1056","Crime dark quite so","That section","Onto approach concern recognize mother figure operation read.","b'\xba\x7f\xe4\x90B(\xc2\xceq0\x82;\x9d\xa7\\\xec\xd4\x8d;\xbb\t\xde(\x88\xed\xa8\xd6h\x11\xd1r\xea)\xcf\xe6\xae\x173\xd9\x88\x04\xe5\xcf\x9a\xb8\xe7F\x03j|#\x13\xdbK\x18\xaf\x08\t\x88-\xbc\xbfk\xab'","180.77","1.47","true"
"1057","Front alone tell anything","Enter","Nature gun side majority minute understand discover.","b'\x18\xcfLc:\x8e\x84\x13~\x0f]\xce\xcc\xa3\xe1\xfd\x0e+\xc8k6\xdd\xe9\xa2\xdaQ\xd2a\xc3W\xcc\x86\xe9\xcdG\xa0\xb7h\xe8\xe3\x89\xa5\xff#QT\xad\xff\x91\xb8k\x11\xe3<r\xff\xc5J\xd0\r\xd3\xdc9\xc2'","84.84","2.2","false"
"1058","Color economic somebody now already","Account","Seek customer south education stock imagine marriage.","b'\x10+\xf21\x0c]\xf2\xc9\x81BgG\x14V\xef\xb4\x0e?\xeb\xb6\x9e\xd1\xf4\xa7\x99POj\xb29\x83\x97\x08\xf3\xec a\xb8r\xff\xb0%\xcc6\xce>\xbe\x1bNW\x9d\xd6\xacL#\xe4\x80O\xe1\x88\x1d\x1d\xd5Z'","488.46","1.68","true"
"1059","Require doctor age line","Parent","Structure drug sport although.","b'x\xa2\xa6\xc1u\x99\xee;\x80\x8fU\x99i\xcc\x0b\x11\x9a?\xc8KU\x1d;3@w\x91\x89X\xeep\xe0\xaa;K\xffUwc?\xb5\xe9:\\\x82\x88\x192\xab+\xd4\x12`\x0f\x06\xa8\xbf\xe3\xff\xaf\x8fc\x9c\xc2'","180.38","1.47","true"
"1060","Space describe weight behavior","Woman Mrs","Early baby scientist entire instead.","b'+\x90\xe9g\x97\x06\xf8\xa1\x13\x80^\xb0\x9e\xc7\xe2\\\xa9%\xb0q\xf4\x8a\x99\xcc\x947\xaak\xf0Jl\x93n\xce\x8c+3\x91E\x8c:q\xac\xb6J\xe1\xbeF\xa1*x\xf2\xf8OT\x91\xd2\x84\x87m\xcc%\x95\xfe'","360.29","3.9","false"
"1061","Smile player","Plant","Tv news speak until plant.","b'\xed\xa3\xf1\x960\x94\xc3.\x92K\x07nm\xd6s\x9e%\x9e\x17LU\xa5\xd9\xc1Z3C\x1c/\x80M\xe3;\xe8\x8a\x1d\x98e\xd3\x10\xd1\xb9\x0e\xf0\xbf\xdbhr\x7f\x01\x9b\xee\xb9\xf2MAU\xbc\x8e\x13\xb2\xd0\x9e\xd5'","251.56","0.42","false"
"1062","Responsibility size","Southern","Site collection in close hard fight quality.","b'\x06\xa9\x8c\n\xba!\x90\xba\xd01c\x1f\x99\xf4O\xe7\xe1R""Tb\xaf\xc1\xe9<\xc6\x0b&\xd2 s4N\xc1\xafJc\xeb\xa5?\xc4\x9c\xa1\xd6/F%\x98\x0fH\xd7Z\xb0s\xd2V\x9d\xdbY1S\x99\x15+'","43.55","0.63","true"
"1063","Site black this","Audience ok","Media visit full event.","b'\x17\xbao\x15\xf4\xfc\xed\xd3\x85\xfc0l\x8f@\xee\xca}\x7f\xd5(\x827Li\x9c\xc6\xe3\xd7\tW\xc5\xbf7\xa1\x0c\x14\xf0I\x15\xf0\xd6q&5\x9aby\xfc/\xc1MZ\xfb\xd9\xba\x1b\xd9\xbf\xa5z^\x0f\x0e\x8b'","241.36","2.19","true"
"1064","You send recent southern nothing","Product","Commercial single writer letter change miss.","b""E\xa7g\x9edxq\x0bB\x94%.\xe9y\x17\x8cn\xd0\x1d6\xb7.\xcfc\x8e\xe20\xae\xf7\xfe#\x893}\xdd\xc4Ez\xc9\x93\xc9k(\x8e\x90\xdc\x91I\xc4'\x8f\xb8[\x170l\xa5\xb7\xa9\x1a|\xbb\xf1\x0f""","87.51","3.6","false"
"1065","Require threat","After","Thousand professional keep themselves majority meeting.","b'\xa6P\xca\x97\xcaJ\xd7\xea\x1a/\xf8]\xe7rX\xe2P\x95H\xc3\x13\x9c\x08U\xa4\xf0\xa1\xc7!\xc7\x9b\xb3\x96#H\x15:\xfftk\x95,n\x03\xb80\x18\x17\x9e\x1d\xbce\x16\x9c\xed\x08\xf9\xbd\x0c\xe2\x0e\x83\xe3\x19'","447.87","0.32","false"
"1066","Program rock","Wrong","Remember participant risk born seem dog.","b'\xc9V\x13b2\xd5\x13\xc4+L.)\xfe\xe1p\xe6e\x7f\xecl\x88\xb8$C\xbd\x95\x10Y\x9d\n\xddE\xfe\x947\xee_\x18\xc5)#\xd2\xd0\x14\xb0\x81\xdf\xe8i\xa5\xec\x02k|\x1c\xfc\xcc\xd8\xbegNL]\xf0'","282.18","3.45","false"
"1067","Have later arrive good","Court eat","Effect through knowledge class.","b""\xf2\t\x82_\x1f|A\x07\x96m~\xd8\xfcA$\xc8\xdf\x02\x99+\x1bP}\xf2\xc1\xbf\x8e$(\x99MC\xd5\x84\xd4\x80u\xad\xc8\xea\xd7\x17\xb3k\xd0\xac\x878\xdb\x9b'e,Q\xc2n\xf0\x9a\xd8E(ll\xae""","4.79","3.83","false"
"1068","Fire choose western teacher","Fall can","Happen create also light look simple.","b'\x99\x18\xc5\x8d\xa4\xec\xc4HD^\xf9V/U""\xa0\xc2\xa5\xd8J\x11\x97\xfd\xed\xf8\xa6\xf1pU\xd6s\x9f\x8f/\xe5\x85vK\x047\xf2\x0bEt\xc0\x84:\xa5\xf4S\xd7\x91\xfe\xf5f\xa1\xbd\x03\xe3U\xda\xc4y\xf2'","248.60","2.35","false"
"1069","Exactly any during at","Usually card","However room meeting suddenly whole.","b""F\xfe\x03c\xbf\xd0P\x1b\xa6)X3\xf3}\xf56\xdaR\xc5.\x1c\xba\xf2\xc9\\\x87&\x95dBKE\x04\xc7\x1b\x06\xff\xa3\r\x8b\xe7\x0b\xab)\x03\xfb4]\x9b]\x96k\xe5{v\xde\xa6\x8fH'f\xd7\x04\xa8""","367.20","0.92","false"
"1070","Business many middle character manager","Yard","Education agreement team effort article.","b'x\xec\xcc\xe8\xda\x9c\xb9\xc3\xc4\xa9~[!\x18\x04&+0\xb9\x0f\xbbs=\xb4\xd1O3]\xb5\x87\x86\xc6\x90\xaa\xb5xqI\x0b\x8d\xcd\x9an\x012C\xaa\xa4.\x9aYq\x0b\x97\x82\x15vH\xaa9\xf6\xce\xf3B'","25.16","4.63","true"
"1071","Daughter cold window approach strategy","Son","President by least modern.","b'R\x16\xfd\xb3~\xf1\xfb\xba\xb3I[=\xd6\xe8%9e\x9fYA\x8fr\x96\x90\x1f_Z0\xe3\x82\xd1\xd4+\xc1\xb2\x041\xb8\xe0\xbe\x8a\x1c\xf4\xc7^\x1aIR\x15\x07\xde>\xdc\x1bv\x01o\x8b\x98daV\xd8\xbc'","372.94","3.83","false"
"1072","Attorney year now you","Bill","Big next even own campaign author hot.","b'\x9b%\xd0`\xe9\xa0J\xc2\x0e\x95""\xa9\xfb\x90dW\xf2.O\x7f%}[X\x8b\xb3.\x9b>\xfb\xc3r\xc2\xdd\x80\xc79\x9d\x01\xcc\x13\xf9\x1cX9\x8e\xc5\xa2@\x9cQ\x19$&.1\xecz\x1c\x9a\xd8\xd3\x8f\x8f'","237.54","1.65","true"
"1073","Summer style according","Significant","Wear democratic nation owner threat base protect.","b'uyR\x90UZ\x00\xf9\xd0\xd9%\x05\x80%?\xef\xf4\xb5\xb0\xd6\t\x17U\x16\xc3\xd0\x04\xc8a=\xd6\xad\xaa&\xa5\xad\xd9\x1d\xd4dX\xf1a\tb/Ovm\xfb\x9c\x10\xd7\xf1V\xe8>\x06\xa7U\x93\xd7/\xbd'","44.05","1.41","false"
"1074","Middle according group quite","Middle finish","Thing laugh like hear.","b'oe]\x80\x05\xfa\x03\xabP\x16\xb1\x16;\xf9J9\xd1\x0c\x14x\x01\xe1\xb7F\x96X%\xea\x95G_\xd4*\x9d\xd3\xdd\xd2\x8d\xab\x10\x82\xb9\xaf\x11\xbf\xb98\xc3\x15\xcc\x05\x02\xe3\xd4i 6$\xbd\x1f\x06\x01Z6'","92.00","2.15","true"
"1075","Professor change church door","Campaign","Generation everyone however use crime its full decision.","b""\xdf4\x87YP\x99 \xc9\xa0q\r\xb9ED\xf7\xaed\x98\x1bx\xdb\x1bp\x98\xfa\xad~{\xabi\x8bf\xdfJ'$J\x94\xc9.\xac\x9b)f\xf0\xa6%\xf42>\x13\x12Z\xd5\xb7\xd6\xbf\xbf\x19+\x08@04""","72.01","3.71","true"
"1076","Mention boy throw","Kind add","Foreign garden skin reason former help.","b'\xab\x00#\x9c\xb9\x8f\xac\xa8%\x9f\xff~\x0b\xb8f\xc2\xff\x86\xc0$4\x98\x06\xea\x85\xf3\x12\x07U\x89\x8a\x91\xd4\xa3\x1b4/\xd7\xe9\xb6\xeft\xe8\x82\xe1\xe6\x16\xd1\n\x90\x8f\xa1\x05\t\xd5\xc1\xa3\xdf\x8eFs\xb1\xd9;'","454.45","4.72","true"
"1077","Never commercial conference couple","Never","Institution agency affect material range professional pay.","b""TFu,^p\xaa\xf7\xec\t\xd293\x94u\xb5'\xd5\x10\x1e\xcc\x00J\xda\xcb\xebHcO5D\x80\xae\xd8-Od\xba\x94\xaf\xa1c\xab\x8c\x9b~E\xd8\x11T\x16\xbc\xf9;\xcajN\xee _Z\xeey\x9f""","46.94","1.29","true"
"1078","Now that trade though","Game","So first current detail accept.","b""\xf0\xefq\x7f~1R\tS\xdc\xb4I\x99\xafB\xf9\xdc\xef\x1cs\xc5\xf1\xa0;\x91~\x8d\x02$\x0b\x8e~\x83\xde\xb7X\xe0'3\xc3Q(\x1a\xad\xc4>A\xd5\xce7\xd5\x0c\xab\xee\nc\xe1q\x9f4v\x8636""","280.93","0.9","false"
"1079","Within particularly character","Tonight political","Early present material level three along realize.","b""\\{b\x15=\xfa\xbdp?\xf2,9\xb8|P\xa6\x13\xd5\xc0H\xca\xb5\xc0\xe5\r\xf5~q\r\x89\x1e\xad\x95\x00\xc0\xe4/\xdfdp\x8e\x06\x8c\xc2\xd6\xff\x9d\xdeQ3\x1d\xf7{~\x91\x8f\x14\x804\\\x83z\x87'""","195.08","2.15","true"
"1080","No condition spring other","Where general","Record responsibility nation lead note.","b'r\x9e\xa4O\r\xd5\x08\xa6""\x93\xe7$\xa7\x95\xb6\xba\xf7|\x82\x9c\xce\xd1s\x90\x91t\xd0+-\x180#\xcdQ\x8bS\xc2\xc3ds\xb8\xde\xf0\xc0\x1bh\xa2p9h\x07\xa9\xa0\xc1\xf5\x81\xa6XfY\xf9@\x00i'","137.12","4.85","false"
"1081","Management six","Represent care","Soldier meeting pick.","b'\xe2\x1689A\xa5\xb3\x039\xa3\xda\xe2\x1a\xb1Yfn\xd8)?W!\x08F\xc1\xfe\xea_Yf F\x87\r\x10M\xcf\x8d\x98E\xa3\tJ\x88\xfd\xe6B\xd4&^\xa5\x07\xe6\xfb\xb8\x13c\x81\x0e\x83|\xd6-\x85'","199.84","1.84","true"
"1082","Place race","Top happen","Leader growth member prove use partner.","b'b?\xa5d\x84%:\x1d\xcb\xfea\x15\x8d\x94\xb1\xcf\xf6If\x8b\xcc\x0e;\xe4d\x1c5\xfb\x16rk\xa4\xe42\x84=\x92:E\xac\xfa\x06[\x00*\x94(D\xd2\xa1d\xbe;\x84\x1b\xd5\xfaoRP\xb5e\xda\xda'","13.16","0.51","false"
"1083","Usually job","Theory","Rather him image key.","b'EF%\xfd\'-$\xac\xa7\x99\xe6\xac\xa8\x13\x89\xe7\xd9\x80\'>\xae/\xdb{W""\xe9\x945\x8c1%\x81B\xe0\x80\xf7\\\x7fb\xa2\x0c@""Obx\xcd\x8fE\xf3\xe4f\xf2A\x01oE\xdb{\n\xe1\n\xe1'","461.37","4.1","true"
"1084","Building may","Nice popular","Particular up contain.","b'z\x86\xe2\x194\xa1Z\xdd\x8d\xd0\r\x90#\x03\xcds\x9cQB\x81\x02\xfch\xe2b\x9d\x00eq\xf1\xb6\x02\xcd\xc9\xa9\xee\x98\xc7\xcal\xeb\x00k\xbe\xaa\x0fZIj\xb97\xdbP\xec5\x9e\xb0\x91\xd7\xa4\xed\x16\xf2\xce'","488.79","1.66","false"
"1085","Try laugh around alone","Cause","Them form wall.","b'\x8aVf\xc2\xaf\xa7\xc0\xd5\xefN\xd3\xb0\x9c\xb7\xd4\xd8?\x02\x0cH\x8bF\xda\x1a73\xc2\x89\x9e\xac9\xf5@NX,#U{\x08\x14\xee\x96X,ha\x9c{\xcb6\x84\x10\xe8+\x9f\xa0%P\x160\xfeI\xee'","362.11","0.11","false"
"1086","During right cell free","Human safe","Against style ready current low arm.","b'x\x10\x02\x12}\x8b\xf3\xed=c\xc1\xba\xbd\xe9L2\xc4\xe1\x93\x0e\xa5YS+F\xdb\x10\xe3\xaf<:\\\xf0\xc1\x04\x96\xd9mn\xea\x07M\xe3\xcf\x93\x90/\xe6\x95\xc5\xf4m\x938Z\xf6X\x9dll\x0fI\xf0\xa6'","330.02","0.62","false"
"1087","Tax feel senior","Us fact","Career ahead difference career least value American.","b'\xf5\x13Z\xdf>\xa6]T\xd8\x13\x17O\xa3R\xb6\x98\xba~\xc1Z$\x1bo\x95\xa0 w\xa4\x88\xe9\xe8\x90\xb7J:\xd8\x88a\xc3z\xa64\xbcTq\x947I\xceKS\xb2\x02\xd9X=)\x9b\x12\xe4\xacT\n\x90'","363.83","3.35","true"
"1088","Want what","Yourself watch","Bag myself school college wide Mrs.","b""\xbfP\xc7\xf8L\xfa\xd4=\xf0Z@#\x11\xef\xf8\xa1\xfbV\xa1\r\x81y`\x1f\xb6\x1a\x8a7\xef\xf9\xdf`\x1f\xf5\xed\xf6P\x01\x00\xf6\xddA&G\x88\x8b\xf4\x92\x16\x8bMW\xd8\xe8\xcfk 3F\x1f\x18\xea\xda'""","14.62","2.92","true"
"1089","Industry pass easy","Theory","Realize data meet knowledge.","b'*\xbbJ\x1e=\xe5\x16\xc3JN\x7f\x01\xfa\xc7&\xf6*\x98\xeb\xfd:\xc1i\x90P?7\xcbo\xa7\xa6\xd0\xdf\xcc}\x93\xa9RS~@s?h\x16_m|\x17\xbdF\xb9.4<\xa9\xe8\x13\xddZ\x04\x95\x06\x14'","44.34","2.01","true"
"1090","None peace responsibility treat election","Catch","Single push school quickly close.","b""\xe7]s\x01a]xe\x8b\xc8\xca\xdb\xc0\xeatN*4\xfc\xf6\xee6\xa8\xf3^6\x0e\xc3\xc4\xc3\xd1\x842PJ\xf9\x9d$\xbb\xbc'N\xa4\x07%\xfc\nC\x88\xa3\xbc\xbc\xa3\xbb\x89g\x85\x0b\x0f\x0c(v3l""","491.78","2.42","true"
"1091","Eat too","Garden","Make support would good.","b'\xc2q\xdb\xa5\x8c~\x8e8\xcf]\x1f\x96\xb7W\xfdG\xa1\xae\xd4<hi\xa1z\x12\xb7r\x0e\xdf\xdb\xb9O\xef\x9a\x1b^""\x12t\x83""\x1b\x10b=\x001\x82\x80\t\x81Lv\x9ed\x04\xcd\xa1\x19\x8bt\x91\x9f\xf7'","478.57","0.83","true"
"1092","Sign stuff","What","Hear water statement loss.","b'\xc1.\xce=\x1c\x7f\xa9\xdc\x9a\xff\x11[:\x05\xf4\xea\xb1\x94\xf3\x1e-\xd7_\xf9(\xc9*\x98;\xf8\x83\x7f1{\x08V\xeb\x8f\x90/\x8a\xf2\xe3\x1b6\xfe8cC\xc1\xe1\xa2\xd2\xf8P\x02\xb8`W3\xe7C\xfa\x94'","373.74","2.04","true"
"1093","Provide give owner","Anyone","Do able brother bag.","b'o\xf6+\x9c\x88\x87>\x16\x94\xf6\xf3\x03\xddy\x9f6\x06d\xa2\xb0\xbej\xaa\xdb\xc9\x93ml\x06\xad`1:\x99\xa8\xf1\x13%9-\xd5\xd4d\xc3\x10\xd8\x04+\xcd\xbb\x1b\xa5hD\xcc5\xb5\xd0Q\x0f\xe7\xdc\x19\x98'","99.42","0.65","true"
"1094","Responsibility clear matter","Contain network","Dinner outside marriage allow series worry.","b'\x14tVc\xa7\x02\xbb\x981v\xc5K\xfbW\xd4I\xc6\xdd\x8a\xd7\x92d\x9b\x9a\xec\xec\xf7\xee\xf9\x81\xed\x0bN\xa5\x10\xf8\x01\xc2K?-\xcca \xc6\xa8n\x96\xe0\xea\x0f\xb3\x02;q\xc5q\x98\xa8\x8aL\xb2\x0bm'","181.55","3.76","false"
"1095","Program interest where system","Glass","Design travel education force though baby form.","b'\xa1\xe1D\x058{\xe3\x82\xeb7\xdaa\xd4O\x91w\x94\xe4F+\xe9\xb4\xeb\x9a\xd7\xcc\xf8)\xa3t\x91\xbboNv\xe9\xd1\x8d\x13\xd5^TC\rF;\xf8z\x0f\xb4\xc4\x8a\xe7Q\x7fM6\xa5C\xdb\xfe\xf4\xa7W'","466.50","1.91","true"
"1096","Treat them kind","Heart","Quickly science finally trip do.","b'K\x03\x8d\xccA\xc5\xab\xb7s\xee?\x96(\x98V\xca8\xe2dP!\xb8x\nlt\xdd\x0c\xb4R7\xd8X\xa8\xa0\xb9\xe0\xa7\xe7\x9c\x9f0\xe4\x1d\xabMl\xd9\xf7\x97=v\x1f\x99++\\\xebP\xc3\x86\xfbW\xeb'","103.29","1.62","true"
"1097","She control later","Culture","Maybe page piece rock never fund approach skill.","b'o\xbc\x0f\xbb\r\xfc\xe6\nS\'\x10\xd4\xb6\x12\xfd\xf6\x8et\xa4\x9e$\x18\xef!4\xfc2\xa1\r\x88\x0c(\x8b\xbf\xf0\xbe\xb7>B\xd8,""\xf0\x9ay\xb3\x8d\xc6?\\\xd7\x8cu\xdbN\xa6\xf7\xe1X\xd6L8\x89\x14'","302.79","0.01","true"
"1098","Nearly heavy technology","Produce","Tv figure fight land mind something.","b'\xb96\xe7\x111\x0e\x8f\x92=S\xac\xd4\x0b\x9d\xf2\xf1\xb9\xa8\x7f\xba\x02\xedoQ\xcb\xef\xf5z~vFF3\xde\xafAN\x18\x15(\xb7\x9e}\r\xe7\xe0y\x02Z\xd7\x80\xeb\x84>\xd72/\x9dDqY\xc8 \x97'","70.71","0.26","true"
"1099","Fire summer color analysis","Later","Keep age run business nation adult reach.","b'\x8d\xd6\xa0&\xed4~\x83\xe2\xe0C\xa3OT\x05\x9eH%\xfbg\xd6\xc5\x80""\x93QE%\xff\x80\x9a\xf8\x10\xead\xdb\xc3F\x88[\x89EES)\xf0)@E\xc5p\xb2\xffV\x89\x0e\xc6\xa0\xb7\x05\x0c\xfc\xb7\x14'","128.52","1.81","false"
"1100","Concern wall","Anyone","Plan unit different record ten.","b'\x16&N\xa5\xc1j\xe9\xb1N\xe7yw\xb2\x18\x85\xe5f)x\x85IkX\xbe\x8d?3\x01\x94\x89\xa9\x11\x91\x97\xd5B\x95\xa6\x00HN\x82\x82\xb5\xe8r!\xed\x96\xd8~\x81\x04-H\x14f\x1fZw\x1fg}T'","368.70","2.34","true"
"1101","International individual woman often","Gun law","Mean section me they Congress.","b'(a\xd8\xa1oSc\xbb\xd3s\xfa\xaa\xbfP\xa4W\x12\xae|\x13(\t]\xdc$B3\xa2>\xd4|\x03_\xd5\x84\xae\x0bb\xc4\x86\x1fB\xc7\xa2F<\x1e\xeaZC\x95\xfa#oZn\xd5n\xa7\x94%\xb9\xe9\x05'","163.91","3.52","false"
"1102","Decision space benefit","Military","Support develop everybody with nearly.","b'\xe6\x8b3\xf6\x08\xf8\xe1\x94_\xd1\x9e~\x82\xcaNoZ&\xbd\xbe\xe5\xd4""0\x1b\xfbk\x08%\xc6\xf1\x89<\xc8s\x8f\xe0\x81)S\x1aWi\xdc\x92\xac\xa6\x10\x06\x92&i\x1aI\xe4\xcb\x1d\x19\xa0\x1c\x99\x11P\x01'","458.88","0.88","false"
"1103","From majority","Office tax","Across notice political support best series.","b'\xd6\xc7$H\x951V\x931(\x0f\x00(\xc1\x82\x13\x9c\xb6\xf7\xa9\xfb\x9e\xb0\xf9\xd1H\xe1U|\xa1>\xc8\x14\xc0\x08\xaf\x167-v\x1b\xc4\x00\xd5\xa1\xb8\t\xd8Z\xfem\x04t\x90\x8c\x11\x0bP\t\x17\xe8\xc6^#'","479.21","2.28","true"
"1104","Identify step itself various","Section","Build federal report camera school truth.","b'\xc7\x1a5C\xfa\x7f\x1f>F,\x7f=V\x93:\x1f;e\xad\xa5\xd4\x908\xec\xf4\x8f8\xf9\x07\x10\xec\xdfY\xbc\xe8\xff\xe9\xe7\x0f\x0f%?\xb4;\x1a\x8d\x1b\x83\x8ba\x9a|oc\xbaL\xa4\xc9M\xcf\xc7\xe9\xec\xe4'","469.42","3.55","false"
"1105","Matter stage blood","Expert ok","Long general laugh building project well.","b'\xe74y\xf2\x1e\xb30\\$\xec3\x94!\x88\xbbQ\xb4\x00\xb8\x97h\xc0<\x01\xe5a\x97\xe1j\xd4 \xab\xc8\xef\xe8U\xfd\x00\xbc\r\xb2\xdd\x89\xc8\x89e!\xc7S:,\xfc\xbc\x95j\xa1\x00\xa0""]\x9f\x9eV\x85'","440.75","1.01","false"
"1106","Her value model sea above","Final look","Development have talk member partner smile.","b'\x01\xf7\xb9J\xeb\x8fQ|\xe5\xf9+\x90\xa8i\xe3\x9aXLg\xdeSM\x17{\xf8\xaf\xa0\x10\nE\x90d\xee\x96\xd35k\x94Ju\x88{\xc2\xcc\x19YDV~lt\xf5\xea\xaa\xcb\xac\xfb;G\xa3g,\xd0\x08'","171.02","1.3","false"
"1107","Offer personal cultural option","Operation","Team general blood system treat team follow.","b""\x07mp\xff\xff\x17<\x1f\x0fo\xe3H\x8dB\x87g\xe3\xaa\xc6e\\oWh'Ug\xed/\x186\n]\x92\xad\xaf\xb8|06o\x85\x07\x12\x15\xc2Y\xa3[\x99\xd3\x0c|#Ka\x08H\x9f\x0b\xcfg\x94G""","73.54","2.68","true"
"1108","Across local thought capital","Film","Maybe big present mention attack second take.","b""\xad\xb9\xdd*kx\xb1\xd8Q\x9e\xaf\xfc\x92g'\xd6\xa44\t\xbc\xec\xd9k\\\x90\xe3\x85\xc0ee\x88w\xec\xf5\xe2\xcf\xefxm\x8ee\xc8\xff\x97a\xc2}\x88\\\xe7\xb9\x17\x81\x9e\xda\xe3H)\x0f\xd3@\xcb\x1f\x8d""","172.42","2.05","false"
"1109","Car effect according audience others","Any table","Far for final.","b'Q\xfa\x12\x80\x04<#\xd9\xb4\xd2C\xcc\x10\xd7+\xcc\xbb^\x19\xfd\xee\x0f\x05\xda\xbf*o\xe5M\xca\xc9:\x1a\x9d\xfc\xeb\x94\x82F\xe0`\r\x04\xd7\xc5\xf7Yq\xd9\xf5\x8ey\xd7\xc5\xb5\x91\x12Jv2;\xc0\x00f'","223.06","3.46","false"
